100	3	14
1	0.03	0.01
1	3	0	17	50	2	A
2	3	1	2	50	4	C
3	0	1	27	39	3	B
4	0	2	26	5	7	D
5	4	2	42	18	3	D
6	0	3	17	14	3	A
7	4	4	36	4	2	D
8	4	4	9	27	5	B
9	1	4	33	8	5	C
10	2	4	28	49	4	C
11	1	4	3	5	2	D
12	2	4	10	26	4	D
13	0	5	27	49	2	B
14	4	6	7	2	5	A
15	0	6	47	3	4	D
16	3	7	13	12	4	A
17	3	7	31	16	6	A
18	1	8	32	16	4	C
19	0	8	13	44	3	C
20	1	9	33	27	7	A
21	1	9	46	40	7	C
22	1	9	35	11	5	A
23	4	9	46	46	3	D
24	3	10	49	4	6	A
25	0	11	13	13	2	D
26	0	12	27	25	5	B
27	0	13	18	10	6	A
28	4	14	50	14	7	D
29	1	14	45	47	5	D
30	4	14	31	26	4	D
31	1	14	28	35	6	C
32	3	15	8	33	3	B
33	1	15	26	18	3	B
34	2	15	33	50	7	D
35	0	16	19	32	4	C
36	0	16	9	35	5	C
37	3	17	40	35	4	D
38	2	18	10	13	3	A
39	0	19	5	19	2	D
40	4	20	24	20	7	B
41	0	20	12	7	2	A
42	0	21	36	14	4	C
43	3	22	2	45	3	B
44	1	22	47	50	6	A
45	1	23	3	19	7	A
46	2	24	1	5	3	B
47	1	24	18	36	4	C
48	1	24	8	22	5	B
49	3	24	36	47	6	B
50	0	24	31	26	4	C
51	2	25	48	33	2	B
52	4	25	50	22	3	A
53	1	25	1	31	6	C
54	0	26	40	13	7	D
55	4	27	32	11	5	B
56	1	28	2	27	5	B
57	3	28	8	12	4	B
58	3	28	13	22	3	B
59	2	28	24	29	5	B
60	2	29	17	18	4	B
61	0	29	18	9	3	D
62	1	30	41	18	2	D
63	4	30	17	50	2	D
64	1	30	34	5	5	D
65	1	31	45	18	5	B
66	1	32	30	33	3	D
67	2	33	9	21	2	D
68	1	34	6	34	4	D
69	0	34	7	16	3	D
70	4	34	47	5	5	B
71	0	35	44	20	6	A
72	2	35	40	47	7	A
73	4	35	29	28	4	D
74	4	35	40	41	4	B
75	3	36	40	24	5	D
76	3	36	17	26	2	D
77	0	36	25	49	7	B
78	1	37	3	9	4	B
79	0	38	42	12	2	B
80	1	39	33	50	4	A
81	4	39	22	48	3	B
82	2	39	40	16	5	B
83	3	40	34	13	3	A
84	4	40	7	38	5	C
85	2	40	29	6	5	C
86	2	40	9	23	6	A
87	1	40	38	20	7	D
88	3	40	7	9	2	B
89	2	40	47	14	7	A
90	1	41	37	19	7	D
91	0	42	36	36	5	B
92	2	42	8	50	5	C
93	2	42	6	6	2	A
94	3	43	10	31	4	C
95	4	43	7	19	2	B
96	0	43	7	11	5	D
97	0	44	47	27	3	C
98	3	44	13	22	6	A
99	0	45	11	23	7	B
100	4	46	2	19	3	C
-1
