100	3	14
1	0.03	0.01
1	4	0	3	4	2	C
2	1	1	2	3	4	B
3	4	2	2	4	3	A
4	0	2	4	4	5	C
5	1	2	4	5	6	B
6	0	2	1	4	6	B
7	4	2	1	3	7	D
8	2	3	1	3	4	B
9	2	4	5	4	7	D
10	1	4	2	6	5	B
11	0	4	3	5	7	B
12	0	4	3	3	5	B
13	0	4	1	4	2	C
14	3	4	4	2	2	C
15	2	4	1	3	4	B
16	2	4	2	6	6	C
17	0	4	4	2	6	D
18	3	5	2	6	4	A
19	1	6	1	5	4	D
20	2	7	5	2	7	D
21	1	8	3	2	5	C
22	2	9	3	5	3	B
23	0	10	5	4	3	D
24	4	11	1	3	7	B
25	3	12	5	5	7	C
26	1	12	5	5	2	A
27	3	13	5	2	5	B
28	4	14	3	3	5	B
29	2	14	5	5	7	A
30	4	15	4	4	2	A
31	0	16	4	5	4	C
32	3	16	1	3	5	B
33	3	16	5	3	2	C
34	2	16	5	3	4	A
35	2	17	3	6	6	D
36	4	17	1	6	6	D
37	2	17	4	3	5	D
38	0	18	4	6	5	C
39	3	19	5	5	2	D
40	2	19	1	4	5	D
41	2	20	5	3	3	A
42	1	20	4	2	6	D
43	1	20	3	2	6	D
44	0	20	5	4	7	A
45	0	21	2	2	7	C
46	1	22	2	3	4	A
47	3	22	2	3	6	C
48	2	22	1	3	5	A
49	1	22	1	6	3	B
50	0	23	4	6	2	A
51	2	23	4	3	7	B
52	3	24	5	5	2	D
53	2	25	5	4	4	A
54	4	25	1	4	4	C
55	0	25	3	4	7	C
56	0	25	2	5	2	C
57	0	26	4	2	6	A
58	1	26	2	3	3	C
59	0	26	3	6	4	D
60	2	27	3	5	6	C
61	2	28	3	5	4	B
62	4	28	2	6	4	B
63	1	28	1	5	2	C
64	2	28	1	4	2	B
65	3	28	3	4	2	B
66	0	28	2	4	2	A
67	1	28	2	3	2	A
68	1	28	4	2	6	B
69	2	28	2	3	5	C
70	0	29	2	6	6	A
71	0	29	5	5	6	B
72	4	29	1	4	5	C
73	0	30	3	6	6	D
74	1	30	4	5	4	B
75	1	31	1	3	4	A
76	2	31	3	6	6	D
77	3	31	3	2	2	A
78	2	31	4	2	2	B
79	1	31	4	3	2	B
80	1	32	5	3	2	C
81	2	33	2	4	5	B
82	0	33	4	3	6	A
83	1	34	3	5	5	B
84	0	35	2	2	3	D
85	2	35	1	4	4	B
86	0	36	4	6	4	A
87	0	36	2	4	7	D
88	1	36	5	4	7	D
89	4	37	2	5	5	B
90	3	38	2	5	7	A
91	1	39	4	5	7	D
92	4	40	1	3	3	D
93	1	41	3	5	3	A
94	0	42	1	5	5	D
95	3	42	4	6	5	A
96	3	42	3	3	6	B
97	1	43	2	3	5	D
98	0	44	3	4	4	A
99	0	44	1	6	3	A
100	1	44	1	3	5	D
-1
