100	3	14
1	0.03	0.01
1	2	0	34	11	5	C
2	2	1	48	16	6	B
3	1	2	25	38	7	C
4	1	2	4	26	5	D
5	2	2	33	34	4	B
6	2	3	17	13	4	C
7	0	3	44	6	6	A
8	0	3	10	30	4	C
9	1	4	1	7	3	D
10	2	4	36	28	6	C
11	2	5	19	51	6	C
12	1	6	36	13	2	D
13	2	6	35	12	6	B
14	2	6	38	51	7	B
15	2	6	30	21	7	D
16	1	7	11	22	2	C
17	2	8	6	9	6	D
18	0	9	6	5	5	A
19	2	10	9	18	2	A
20	1	11	3	36	7	C
21	2	12	35	43	5	A
22	1	12	6	3	6	B
23	2	13	40	37	3	D
24	0	13	31	30	2	D
25	0	13	26	28	5	C
26	1	13	19	26	2	B
27	0	13	14	10	5	B
28	2	14	37	29	4	D
29	1	14	1	11	5	A
30	0	14	37	27	3	A
31	1	14	42	28	2	C
32	0	15	31	31	7	C
33	2	15	44	47	6	B
34	0	15	32	31	5	C
35	1	16	27	6	2	C
36	0	16	25	17	6	D
37	0	16	42	26	3	B
38	0	16	12	48	4	B
39	2	16	32	25	3	A
40	1	17	25	34	2	A
41	1	17	25	5	2	B
42	2	17	1	51	4	D
43	0	17	9	12	6	A
44	0	17	30	46	6	D
45	2	18	21	19	7	B
46	2	18	47	45	4	A
47	0	19	38	9	5	D
48	2	19	5	46	4	C
49	2	19	48	16	6	A
50	1	19	32	37	5	C
51	0	19	49	19	4	B
52	2	19	24	10	2	C
53	1	19	45	8	3	B
54	1	20	7	44	5	C
55	2	21	9	26	2	D
56	0	22	28	18	4	B
57	0	22	15	33	7	C
58	0	23	39	7	6	A
59	2	23	11	24	6	D
60	0	23	47	21	5	C
61	0	23	15	33	3	C
62	2	24	6	13	7	A
63	2	25	18	50	7	C
64	0	25	17	11	2	B
65	2	26	33	22	6	B
66	2	27	17	6	3	B
67	1	28	6	42	6	D
68	1	29	42	43	6	C
69	1	30	44	38	4	A
70	1	31	50	8	5	D
71	0	32	50	24	4	A
72	2	33	36	34	5	B
73	1	33	11	39	4	A
74	1	34	2	5	5	D
75	0	34	49	23	7	D
76	2	35	45	16	4	C
77	1	35	23	11	3	C
78	0	36	46	38	3	A
79	0	37	17	47	7	D
80	0	37	8	47	2	A
81	0	38	17	25	6	C
82	0	38	39	24	6	C
83	0	38	46	13	6	B
84	2	39	31	44	4	A
85	0	40	9	16	2	D
86	0	41	40	24	5	B
87	1	42	26	12	3	A
88	0	43	19	49	7	B
89	1	44	44	12	7	D
90	0	44	28	38	6	B
91	1	44	27	32	7	C
92	0	45	33	48	2	D
93	1	46	8	5	4	B
94	1	46	4	35	6	B
95	0	47	17	26	7	C
96	2	47	7	5	5	D
97	2	48	27	4	2	A
98	1	48	44	12	4	C
99	0	48	39	36	4	A
100	0	49	32	50	6	D
-1
