500	3	100
1	0.03	0.01
1	4	0	2	2	2	D
2	0	0	5	4	5	D
3	3	0	1	6	3	B
4	0	1	4	3	3	B
5	0	1	2	4	4	C
6	2	1	1	2	5	D
7	0	1	2	3	3	D
8	4	2	5	5	7	C
9	0	2	3	4	3	B
10	3	3	5	3	2	C
11	0	3	3	3	4	B
12	1	3	1	6	3	A
13	0	3	4	2	2	D
14	3	3	5	4	4	C
15	3	3	1	5	2	A
16	4	3	5	6	6	B
17	0	3	4	4	6	C
18	3	3	5	6	6	D
19	0	3	2	4	7	B
20	0	4	3	2	5	C
21	1	5	2	3	5	D
22	3	6	4	3	2	D
23	4	6	3	2	3	C
24	2	7	3	4	4	D
25	2	8	2	3	3	A
26	2	9	2	3	7	C
27	4	10	2	5	2	A
28	4	10	5	4	3	B
29	2	10	4	3	3	D
30	3	11	3	3	7	C
31	3	11	2	5	2	C
32	3	12	2	3	6	B
33	0	13	1	6	4	D
34	3	13	2	2	2	C
35	1	14	4	4	2	A
36	4	15	3	2	5	A
37	1	15	4	6	3	A
38	1	15	1	3	6	B
39	1	16	5	5	3	D
40	2	16	4	5	3	A
41	0	16	4	4	7	B
42	3	16	5	6	6	C
43	4	16	5	5	4	D
44	3	16	5	4	4	A
45	0	17	4	4	3	D
46	2	17	5	5	7	D
47	4	18	4	5	2	C
48	3	18	2	3	3	B
49	0	19	5	4	6	B
50	3	19	2	2	3	A
51	2	19	3	6	3	B
52	3	20	5	4	2	B
53	1	21	3	3	5	A
54	2	21	2	2	7	D
55	1	22	5	2	5	A
56	3	22	2	4	2	B
57	0	22	3	2	3	D
58	4	23	4	4	2	A
59	4	23	2	3	6	C
60	1	23	4	5	2	A
61	2	23	3	4	7	C
62	3	23	5	2	7	B
63	2	23	5	5	5	A
64	2	23	2	6	5	B
65	0	23	4	4	2	B
66	1	23	3	5	4	B
67	4	24	1	5	7	C
68	0	24	2	6	7	A
69	2	24	3	4	6	A
70	2	24	2	2	4	D
71	2	24	3	3	4	D
72	0	25	5	3	3	C
73	3	25	2	5	4	C
74	2	25	1	3	4	C
75	1	26	5	4	3	D
76	1	27	2	5	3	D
77	3	28	3	5	2	B
78	2	29	2	6	7	A
79	0	29	2	5	2	C
80	1	29	4	6	3	B
81	3	30	4	4	2	C
82	1	30	1	5	4	B
83	3	30	4	5	7	D
84	0	30	2	6	2	B
85	0	31	4	5	5	A
86	2	32	2	4	3	A
87	0	32	1	6	4	A
88	0	32	4	5	5	D
89	1	32	1	6	4	D
90	4	33	4	2	7	C
91	2	33	2	4	2	D
92	4	33	1	6	4	A
93	0	34	3	6	2	D
94	4	34	4	4	5	A
95	3	35	1	4	4	B
96	2	36	5	6	7	C
97	3	36	4	2	7	B
98	2	36	3	4	6	A
99	4	36	2	4	5	B
100	4	36	3	4	2	A
-1
